Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2016-001011;Blanckenberghofstraat;26;;;6227XN;MAASTRICHT;"Blanckenberghofstraat 26, 6227XN MAASTRICHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";14-09-16;Zelfstandig;;;;;1.341,10;1.330,94;;;;;;;Huurder
ZKN-2016-000994;Meppelweg;980;;B;2544CE;'S-GRAVENHAGE;"Meppelweg 980 B, 2544CE 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-09-16;Zelfstandig;477,46;477,46;;;;;;;;;;;Huurder
ZKN-2016-000991;"Tweede Atjehstraat";48;;"1 AT";1094LJ;AMSTERDAM;"Tweede Atjehstraat 48 1 AT, 1094LJ AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-09-16;Zelfstandig;;;;;;1.361,77;;;;;;;Huurder
ZKN-2016-000967;Aartshertogenlaan;35;;"3 ET KM MIDDEN";5212CB;'S-HERTOGENBOSCH;"Aartshertogenlaan 35 3 ET KM MIDDEN, 5212CB 'S-HERTOGENBOSCH";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-09-16;Onzelfstandig;;;;;;336,46;;;;;;;Huurder
ZKN-2016-000966;Aartshertogenlaan;35;;"2 ET KM LKS";5212CB;'S-HERTOGENBOSCH;"Aartshertogenlaan 35 2 ET KM LKS, 5212CB 'S-HERTOGENBOSCH";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-09-16;Onzelfstandig;;;;;;838,39;;;;;;;Huurder
ZKN-2016-000965;Aartshertogenlaan;35;;"2 ET KM LKS";5212CB;'S-HERTOGENBOSCH;"Aartshertogenlaan 35 2 ET KM LKS, 5212CB 'S-HERTOGENBOSCH";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";20-09-16;Onzelfstandig;;;;;;742,41;;;;;;;Huurder
ZKN-2016-000963;"Van Kijfhoeklaan";65;;;2597TC;'S-GRAVENHAGE;"Van Kijfhoeklaan 65, 2597TC 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";23-09-16;Zelfstandig;;;;;291,53;289,09;;;;;;;Huurder
ZKN-2016-000958;Sionstraat;206;;;3061ES;ROTTERDAM;"Sionstraat 206, 3061ES ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-09-16;Zelfstandig;;;;;230,01;148,48;;;;;;;Huurder
ZKN-2016-000957;Boterdiep;38;;"1 KM 5";9712LP;GRONINGEN;"Boterdiep 38 1 KM 5, 9712LP GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";15-09-16;Onzelfstandig;;;;;1.265,00;427,77;;;;;;;Huurder
ZKN-2016-000910;"Het Brugstuk";53;;;1851WE;HEILOO;"Het Brugstuk 53, 1851WE HEILOO";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-09-16;Zelfstandig;;;;;446,35;204,5;;;;;;;Huurder
ZKN-2016-000908;"Het Brugstuk";53;;;1851WE;HEILOO;"Het Brugstuk 53, 1851WE HEILOO";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-09-16;Zelfstandig;;;;;448,52;286,45;;;;;;;Huurder
ZKN-2016-000907;Rustenburgstraat;21;;B;7311JA;APELDOORN;"Rustenburgstraat 21 B, 7311JA APELDOORN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";30-09-16;Zelfstandig;670;533,83;;;;;;;;;;;Huurder
ZKN-2016-000892;Churchill-laan;157;;HS;1078DV;AMSTERDAM;"Churchill-laan 157 HS, 1078DV AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-09-16;Zelfstandig;745;745;;;;;;;;;;;Huurder
ZKN-2016-000838;Bomansplaats;52;;;5611NT;EINDHOVEN;"Bomansplaats 52, 5611NT EINDHOVEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-09-16;Zelfstandig;;;;;1.656,51;1.425,20;;;;;;;Huurder
ZKN-2016-000830;Rabenhauptstraat;26;;"KM ET 2 AT";9725CD;GRONINGEN;"Rabenhauptstraat 26 KM ET 2 AT, 9725CD GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-09-16;Onzelfstandig;320;;;;;;;;;;150,07;;Huurder
ZKN-2016-000757;Chirurgijnstraat;7;;;2645LE;DELFGAUW;"Chirurgijnstraat 7, 2645LE DELFGAUW";;"257 BW - huurverlaging in verband met gebreken";Intrekking;"De wederpartij wordt in het gelijk gesteld";30-09-16;Zelfstandig;507,12;524,96;;;;;;;;;;;Huurder
ZKN-2016-000737;Ruysdaelkade;85;;4;1072AL;AMSTERDAM;"Ruysdaelkade 85 4, 1072AL AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-09-16;Zelfstandig;900;652,02;;;;;;;;;;;Huurder
ZKN-2016-000700;Waardgracht;12;;;2312RP;LEIDEN;"Waardgracht 12, 2312RP LEIDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-09-16;Zelfstandig;;;;;245,34;176;;;;;;;Huurder
ZKN-2016-000627;Purmerhoek;259;;;2905VL;"CAPELLE AAN DEN IJSSEL";"Purmerhoek 259, 2905VL CAPELLE AAN DEN IJSSEL";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-09-16;Zelfstandig;;;;;1.799,64;411,59;;;;;;;Huurder
ZKN-2016-000626;Purmerhoek;259;;;2905VL;"CAPELLE AAN DEN IJSSEL";"Purmerhoek 259, 2905VL CAPELLE AAN DEN IJSSEL";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;;;;;487,27;487,27;;;;;;;Huurder
ZKN-2016-000547;Visstraat;2;;B;5211DN;'S-HERTOGENBOSCH;"Visstraat 2 B, 5211DN 'S-HERTOGENBOSCH";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";27-09-16;Zelfstandig;700;489,81;;;;;;;;;;;Huurder
ZKN-2016-000546;Obrechtstraat;276;;A;2517VD;'S-GRAVENHAGE;"Obrechtstraat 276 A, 2517VD 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";02-09-16;Zelfstandig;750;;;;;;;;;;385,04;;Huurder
ZKN-2016-000432;"Van Mourik Broekmanstraat";5;;1;1065EP;AMSTERDAM;"Van Mourik Broekmanstraat 5 1, 1065EP AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";21-09-16;Zelfstandig;443,93;;;;;;;;;;269,59;;Verhuurder
ZKN-2016-000368;Statensingel;185;;"KM 1ET";6211PR;MAASTRICHT;"Statensingel 185 KM 1ET, 6211PR MAASTRICHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-09-16;Onzelfstandig;245;168,12;;;;;;;;;;;Huurder
ZKN-2016-000246;Wilhelminastraat;208;;3;1054WV;AMSTERDAM;"Wilhelminastraat 208 3, 1054WV AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";22-09-16;Zelfstandig;124,14;124,14;;;;;;;;;124,14;;Verhuurder
ZKN-2016-000216;Hijkerveld;114;;;3085PC;ROTTERDAM;"Hijkerveld 114, 3085PC ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";28-09-16;Zelfstandig;692,58;692,58;;;;;;;;;;;Huurder
ZKN-2016-000203;Bomansplaats;71;;;5611NT;EINDHOVEN;"Bomansplaats 71, 5611NT EINDHOVEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;;;;;2.425,95;2.247,34;;;;;;;Huurder
ZKN-2016-000185;Kerkegaard;23;;;6227ET;MAASTRICHT;"Kerkegaard 23, 6227ET MAASTRICHT";;"20.7 UHW - behandeling na gegrond verzet";"De huurprijs is redelijk";;19-09-16;Zelfstandig;759,1;797,06;;;;;;;;;;;Verhuurder
ZKN-2016-000077;"H.A. Schreuderstraat";18;;;2871VC;SCHOONHOVEN;"H.A. Schreuderstraat 18, 2871VC SCHOONHOVEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-09-16;Zelfstandig;705,99;705,99;;;;;;;;;;;Huurder
ZKN-2015-010162;Roggekamp;547;;;2592XA;'S-GRAVENHAGE;"Roggekamp 547, 2592XA 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";06-09-16;Zelfstandig;;;;;698,67;698,63;;;;;;;Huurder
ZKN-2015-010139;"Hendrik van Deventerstraat";36;;"1 ET";2563XT;'S-GRAVENHAGE;"Hendrik van Deventerstraat 36 1 ET, 2563XT 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-09-16;Zelfstandig;;;;;;8,91;;;;;;;Huurder
ZKN-2015-010138;Wapserveenstraat;563;;;2545KZ;'S-GRAVENHAGE;"Wapserveenstraat 563, 2545KZ 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-09-16;Zelfstandig;672,65;672,65;;;;;;;;;;;Huurder
ZKN-2015-010128;"Van Oldenbarneveltstraat";46;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 46, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-09-16;Zelfstandig;431,67;431,67;;;;;;;;;;;Huurder
ZKN-2015-010125;Westerbaenstraat;189;;;2513GH;'S-GRAVENHAGE;"Westerbaenstraat 189, 2513GH 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";02-09-16;Zelfstandig;;;;;;2.218,79;;;;;;;Huurder
ZKN-2015-010124;Westerbaenstraat;189;;;2513GH;'S-GRAVENHAGE;"Westerbaenstraat 189, 2513GH 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";02-09-16;Zelfstandig;;;;;;1.699,09;;;;;;;Huurder
ZKN-2015-010100;"Annie M.G. Schmidtlaan";254;;;2251ZC;VOORSCHOTEN;"Annie M.G. Schmidtlaan 254, 2251ZC VOORSCHOTEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";19-09-16;Zelfstandig;;;;;789,2;729,16;;;;;;;Huurder
ZKN-2015-009941;"Van Oldenbarneveltstraat";30;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 30, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;356,02;356,02;;;;;;;;;;;Huurder
ZKN-2015-009940;"Van Oldenbarneveltstraat";36;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 36, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;330,75;330,75;;;;;;;;;;;Huurder
ZKN-2015-009896;"Van Oldenbarneveltstraat";44;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 44, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;386,96;386,96;;;;;;;;;;;Huurder
ZKN-2015-009895;"Van Oldenbarneveltstraat";32;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 32, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;375,21;375,21;;;;;;;;;;;Huurder
ZKN-2015-009894;"Van Oldenbarneveltstraat";38;;;4902VB;"OOSTERHOUT NB";"Van Oldenbarneveltstraat 38, 4902VB OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-09-16;Zelfstandig;390,54;390,54;;;;;;;;;;;Huurder
ZKN-2015-009839;Conradkade;57;;E;2517BR;'S-GRAVENHAGE;"Conradkade 57 E, 2517BR 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-09-16;Zelfstandig;650;415,63;;;;;;;;;332,5;;Huurder
ZKN-2015-009817;Prinsegracht;185;;;2512EE;'S-GRAVENHAGE;"Prinsegracht 185, 2512EE 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";15-09-16;Zelfstandig;1.175,00;1.175,00;;;;;;;;;;;Huurder
ZKN-2015-009693;Pasteurstraat;104;;;2316BW;LEIDEN;"Pasteurstraat 104, 2316BW LEIDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-09-16;Zelfstandig;;;;;660,51;191,5;;;;;;;Huurder
ZKN-2015-009646;"Jonker Fransstraat";126;;D;3031AZ;ROTTERDAM;"Jonker Fransstraat 126 D, 3031AZ ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";16-09-16;Zelfstandig;;;;;645;274,57;;;;;;;Verhuurder
ZKN-2015-009642;"Witte de Withstraat";1;;H;2518CN;'S-GRAVENHAGE;"Witte de Withstraat 1 H, 2518CN 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-09-16;Zelfstandig;457,5;202,39;;;;;;;;;182,15;;Huurder
ZKN-2015-009164;Voermanstraat;673;;;4204RH;GORINCHEM;"Voermanstraat 673, 4204RH GORINCHEM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";14-09-16;Zelfstandig;;;;;1.045,31;641,17;;;;;;;Huurder
ZKN-2015-009001;Middelharnisstraat;129;;D;3086GH;ROTTERDAM;"Middelharnisstraat 129 D, 3086GH ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-09-16;Zelfstandig;;;;;2.096,13;2.096,13;;;;;;;Verhuurder
ZKN-2015-008206;Populierendreef;289;;;2272RG;VOORBURG;"Populierendreef 289, 2272RG VOORBURG";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";02-09-16;Zelfstandig;576,28;576,28;;;;;;;;;;;Huurder
ZKN-2015-008005;Liesveldviaduct;213;;;3131CN;VLAARDINGEN;"Liesveldviaduct 213, 3131CN VLAARDINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-09-16;Zelfstandig;613,83;613,83;;;;;;;;;;;Huurder
ZKN-2015-007811;Toekanhoek;20;;;3201PJ;SPIJKENISSE;"Toekanhoek 20, 3201PJ SPIJKENISSE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";02-09-16;Zelfstandig;;;;;274,77;204,83;;;;;;;Huurder
ZKN-2015-007233;Berkelstraat;57;;;3061JC;ROTTERDAM;"Berkelstraat 57, 3061JC ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-09-16;Zelfstandig;423,61;423,61;;;;;;;;;;;Huurder
ZKN-2015-005776;Rijpstraat;14;;;4812TC;BREDA;"Rijpstraat 14, 4812TC BREDA";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-09-16;Zelfstandig;618,8;618,8;;;;;;;;;;;Huurder
ZKN-2015-004856;Goudseplein;73;;;3031ZD;ROTTERDAM;"Goudseplein 73, 3031ZD ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";02-09-16;Zelfstandig;;;;;1.677,51;1.078,52;;;;;;;Huurder
ZKN-2015-004058;Hoofdstraat;153;;A;7811EM;EMMEN;"Hoofdstraat 153 A, 7811EM EMMEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De wederpartij wordt in het gelijk gesteld";23-09-16;Zelfstandig;;;;;1.200,00;1.318,64;;;;;;;Huurder
ZKN-2016-005237;Maliesingel;8;;"KM 2 ET RTS";3581BB;UTRECHT;"Maliesingel 8 KM 2 ET RTS, 3581BB UTRECHT";;"257 BW - huurverlaging in verband met gebreken";Intrekking;"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";13-10-16;Onzelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-004631;Spui;243;;C;2511BP;'S-GRAVENHAGE;"Spui 243 C, 2511BP 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";05-10-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-004373;Katwoudehof;26;;;8304DL;EMMELOORD;"Katwoudehof 26, 8304DL EMMELOORD";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";10-10-16;Zelfstandig;369,67;369,67;;;;;;;;;;;Huurder
ZKN-2016-004358;Melisse;13;;;8313BC;RUTTEN;"Melisse 13, 8313BC RUTTEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-10-16;Zelfstandig;714,83;;;;;;;;;;571,86;;Huurder
ZKN-2016-004193;Kastelenstraat;307;;3;1082EH;AMSTERDAM;"Kastelenstraat 307 3, 1082EH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-10-16;Zelfstandig;704,48;;;;;;;;;;281,79;;Huurder
ZKN-2016-004096;Insulindeweg;546;;;1095EC;AMSTERDAM;"Insulindeweg 546, 1095EC AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";26-10-16;Zelfstandig;950;950;;;;;;;;;;;Huurder
ZKN-2016-003536;"van Breelaan";12;;;1244PB;ANKEVEEN;"van Breelaan 12, 1244PB ANKEVEEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-10-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-003533;Westerlaan;27;;;8071EA;NUNSPEET;"Westerlaan 27, 8071EA NUNSPEET";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-10-16;Zelfstandig;419,78;419,78;;;;;;;;;;;Huurder
ZKN-2016-003529;Pyntorenstraat;11;;;4461AZ;GOES;"Pyntorenstraat 11, 4461AZ GOES";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";03-10-16;Zelfstandig;611;;;;;;;;;;244,4;;Huurder
ZKN-2016-003503;Linschotenstraat;20;;ZW;2012VH;HAARLEM;"Linschotenstraat 20 ZW, 2012VH HAARLEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-10-16;Zelfstandig;467,57;467,57;;;;;;;;;374,06;;Huurder
ZKN-2016-003471;"De Clercqstraat";2;;2;1052NC;AMSTERDAM;"De Clercqstraat 2 2, 1052NC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-10-16;Zelfstandig;507,18;;;;;;;;;;405,74;;Huurder
ZKN-2016-003348;Rustenburgerstraat;400;;1;1072HH;AMSTERDAM;"Rustenburgerstraat 400 1, 1072HH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-10-16;Zelfstandig;382,13;382,13;;;;;;;;;114,64;;Huurder
ZKN-2016-003345;Vogelenzangstraat;38;;3;1058ST;AMSTERDAM;"Vogelenzangstraat 38 3, 1058ST AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";07-10-16;Zelfstandig;645,76;;;;;;;;;;645,76;;Huurder
ZKN-2016-003343;Vogelenzangstraat;38;;2;1058ST;AMSTERDAM;"Vogelenzangstraat 38 2, 1058ST AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-10-16;Zelfstandig;;;;;102;23,55;;;;;;;Huurder
ZKN-2016-003341;Gasthuisplein;4;;"A KM 2";8011SC;ZWOLLE;"Gasthuisplein 4 A KM 2, 8011SC ZWOLLE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";24-10-16;Onzelfstandig;;;;;1.161,90;1.047,90;;;;;;;Huurder
ZKN-2016-003336;Rooseveltlaan;826;;"KM 7";3526BL;UTRECHT;"Rooseveltlaan 826 KM 7, 3526BL UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-10-16;Onzelfstandig;321,3;280,65;;;;;;;;;;;Huurder
ZKN-2016-003333;Rooseveltlaan;826;;"KM 8";3526BL;UTRECHT;"Rooseveltlaan 826 KM 8, 3526BL UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-10-16;Onzelfstandig;286,74;250,12;;;;;;;;;;;Huurder
ZKN-2016-003326;Rooseveltlaan;826;;"KM 10";3526BL;UTRECHT;"Rooseveltlaan 826 KM 10, 3526BL UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-10-16;Onzelfstandig;296,89;239,99;;;;;;;;;;;Huurder
ZKN-2016-003311;Orteliuskade;13;;1;1057AB;AMSTERDAM;"Orteliuskade 13 1, 1057AB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-10-16;Zelfstandig;378,24;378,24;;;;;;;;;;;Huurder
ZKN-2016-003283;Wolvenlaan;89;;;1216EP;HILVERSUM;"Wolvenlaan 89, 1216EP HILVERSUM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-10-16;Zelfstandig;495,87;495,87;;;;;;;;;;;Huurder
ZKN-2016-003265;Einsteinlaan;100;;;7316GG;APELDOORN;"Einsteinlaan 100, 7316GG APELDOORN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-10-16;Zelfstandig;624;614;;;;;;;;;249,6;;Huurder
ZKN-2016-003256;Zuidwal;91;;C;2512XV;'S-GRAVENHAGE;"Zuidwal 91 C, 2512XV 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-10-16;Zelfstandig;425;;;;;;;;;;255;;Huurder
ZKN-2016-003241;Clusiusstraat;31;;;1504HC;ZAANDAM;"Clusiusstraat 31, 1504HC ZAANDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-10-16;Zelfstandig;708,57;708,57;;;;;;;;;;;Huurder
ZKN-2016-003228;"Van Nijenrodeweg";169;;;1083EL;AMSTERDAM;"Van Nijenrodeweg 169, 1083EL AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-10-16;Zelfstandig;950;477,3;;;;;;;;;;;Huurder
ZKN-2016-003217;Zeekant;105;;2;2586JJ;'S-GRAVENHAGE;"Zeekant 105 2, 2586JJ 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";27-10-16;Zelfstandig;620;580,08;;;;;;;;;;;Huurder
ZKN-2016-003211;Admiralengracht;224;;HS;1056TK;AMSTERDAM;"Admiralengracht 224 HS, 1056TK AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-10-16;Zelfstandig;611,67;611,67;;;;;;;;;367;;Huurder
ZKN-2016-003198;"Burgemeester Van Heemstrakwartier";221;;;3731TG;"DE BILT";"Burgemeester Van Heemstrakwartier 221, 3731TG DE BILT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-10-16;Zelfstandig;571,24;;;;;;;;;;228,5;;Huurder
