Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2015-002893;Niasstraat;78;;;1095VE;AMSTERDAM;"Niasstraat 78, 1095VE AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-09-15;Zelfstandig;699,48;279,79;;;;;;;;;279,79;;Huurder
ZKN-2015-002890;Crabethpark;34;;;2801AR;GOUDA;"Crabethpark 34, 2801AR GOUDA";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";10-09-15;Zelfstandig;;;;;587,25;581,97;;;;;;;Huurder
ZKN-2015-002888;Prinsenplein;3;;B;7941KV;MEPPEL;"Prinsenplein 3 B, 7941KV MEPPEL";;"4.3 UHW - melding herstel van gebreken";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";11-09-15;Zelfstandig;141,02;343,95;;;;;;;;;;;Verhuurder
ZKN-2015-002884;Steenhoffstraat;64;;"01 KM RTS AT";3764BM;SOEST;"Steenhoffstraat 64 01 KM RTS AT, 3764BM SOEST";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;258,5;;;;;;;;;;103,4;;Huurder
ZKN-2015-002883;Eosstraat;272;;;1076DR;AMSTERDAM;"Eosstraat 272, 1076DR AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;595,43;;;;;;;;;;238,17;;Huurder
ZKN-2015-002875;Riouwstraat;180;;;2585HX;'S-GRAVENHAGE;"Riouwstraat 180, 2585HX 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-09-15;Zelfstandig;464,78;448,91;;;;;;;;;;;Huurder
ZKN-2015-002873;Weesperzijde;142;;1;1091ET;AMSTERDAM;"Weesperzijde 142 1, 1091ET AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-09-15;Zelfstandig;565,53;;;;;;;;;;226,21;;Huurder
ZKN-2015-002871;Iepenlaan;47;;;9741GA;GRONINGEN;"Iepenlaan 47, 9741GA GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-08-15;Zelfstandig;566,58;566,58;;;;;;;;;;;Huurder
ZKN-2015-002870;"Oude Spoorbaan";25;;;1221SC;HILVERSUM;"Oude Spoorbaan 25, 1221SC HILVERSUM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";17-09-15;Zelfstandig;653;;;;;;;;;;391,8;;Huurder
ZKN-2015-002868;"Pierre Lallementstraat";724;;;1097JR;AMSTERDAM;"Pierre Lallementstraat 724, 1097JR AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";27-08-15;Zelfstandig;839;839;;;;;;;;;;;Huurder
ZKN-2015-002862;"Oude Spoorbaan";23;;;1221SC;HILVERSUM;"Oude Spoorbaan 23, 1221SC HILVERSUM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";17-09-15;Zelfstandig;657;;;;;;;;;;394,2;;Huurder
ZKN-2015-002858;Crabethpark;14;;;2801AP;GOUDA;"Crabethpark 14, 2801AP GOUDA";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";10-09-15;Zelfstandig;;;;;384,72;384,72;;;;;;;Huurder
ZKN-2015-002857;Zeeburgerdijk;116;;1;1094AJ;AMSTERDAM;"Zeeburgerdijk 116 1, 1094AJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";10-09-15;Zelfstandig;278,42;278,42;;;;;;;;;;;Huurder
ZKN-2015-002853;Voorthuizenstraat;20;;;1106DK;"AMSTERDAM ZUIDOOST";"Voorthuizenstraat 20, 1106DK AMSTERDAM ZUIDOOST";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;599,73;;;;;;;;;;223,89;;Huurder
ZKN-2015-002851;"Burgemeester Hovylaan";13;;;2552TA;'S-GRAVENHAGE;"Burgemeester Hovylaan 13, 2552TA 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";03-08-15;Zelfstandig;650;549,41;;;;;;;;;;;Huurder
ZKN-2015-002846;Broederenstraat;18;;"KM A 4";7411LB;DEVENTER;"Broederenstraat 18 KM A 4, 7411LB DEVENTER";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";09-09-15;Onzelfstandig;350;192,5;;;;;;;;;;;Huurder
ZKN-2015-002839;"Primo Levihof";6;;;3076LD;ROTTERDAM;"Primo Levihof 6, 3076LD ROTTERDAM";;"20.7 UHW - behandeling na gegrond verzet";"De huurprijs is niet redelijk";;06-08-15;Zelfstandig;673,97;673,97;;;;;;;;;;;Verhuurder
ZKN-2015-002831;Polanenstraat;6;;"C 02";3062KC;ROTTERDAM;"Polanenstraat 6 C 02, 3062KC ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-08-15;Zelfstandig;344,53;344,53;;;;;;;;;137,81;;Huurder
ZKN-2015-002827;Rustenburgerstraat;335;;-3;1072GR;AMSTERDAM;"Rustenburgerstraat 335 -3, 1072GR AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;381,58;152,63;;;;;;;;;152,63;;Huurder
ZKN-2015-002824;Saenredamstraat;32;;2;2021ZS;HAARLEM;"Saenredamstraat 32 2, 2021ZS HAARLEM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-08-15;Zelfstandig;341;269,94;;;;;;;;;;;Huurder
ZKN-2015-002821;Industriestraat;28;;;9744BV;GRONINGEN;"Industriestraat 28, 9744BV GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-08-15;Zelfstandig;529,32;529,32;;;;;;;;;;;Huurder
ZKN-2015-002820;Weteringschans;36;;2;1017SH;AMSTERDAM;"Weteringschans 36 2, 1017SH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-09-15;Zelfstandig;240,49;240,49;;;;;;;;;;;Huurder
ZKN-2015-002818;Haagweg;7;;"A 2";4814GA;BREDA;"Haagweg 7 A 2, 4814GA BREDA";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";09-09-15;Zelfstandig;594,5;501,64;;;;;;;;;;;Huurder
ZKN-2015-002813;"De Savornin Lohmanlaan";126;;"A 02";3038NS;ROTTERDAM;"De Savornin Lohmanlaan 126 A 02, 3038NS ROTTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";31-08-15;Onzelfstandig;490;250,12;;;;;;;;;;;Huurder
ZKN-2015-002808;Antheunisstraat;187;;;2522ZC;'S-GRAVENHAGE;"Antheunisstraat 187, 2522ZC 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";31-08-15;Zelfstandig;546;;;;;;;;;;218,4;;Huurder
ZKN-2015-002807;"Jan Jacob Slauerhoffstraat";15;;;3069JV;ROTTERDAM;"Jan Jacob Slauerhoffstraat 15, 3069JV ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-08-15;Zelfstandig;705,68;705,68;;;;;;;;;;;Huurder
ZKN-2015-002806;Zeeburgerdijk;302;;-2;1095AG;AMSTERDAM;"Zeeburgerdijk 302 -2, 1095AG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-08-15;Zelfstandig;496,93;;;;;;;;;;198,77;;Huurder
ZKN-2015-002799;Reviusrondeel;253;;;2902EH;"CAPELLE AAN DEN IJSSEL";"Reviusrondeel 253, 2902EH CAPELLE AAN DEN IJSSEL";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";22-09-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-002795;Molecatensingel;184;;;3077SH;ROTTERDAM;"Molecatensingel 184, 3077SH ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-08-15;Zelfstandig;676,36;;;;;;;;;;405,82;;Huurder
ZKN-2015-002791;"Grote Markt";5;;"1D KM 1.04";9712HN;GRONINGEN;"Grote Markt 5 1D KM 1.04, 9712HN GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";10-09-15;Onzelfstandig;357,99;251,66;;;;;;;;;;;Huurder
ZKN-2015-002790;Statenplein;31;;;3311NG;DORDRECHT;"Statenplein 31, 3311NG DORDRECHT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-09-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-002786;Scheltussingel;14;;;3814BE;AMERSFOORT;"Scheltussingel 14, 3814BE AMERSFOORT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-08-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-002782;Tumpstrjitte;8;;;9247AL;URETERP;"Tumpstrjitte 8, 9247AL URETERP";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";11-08-15;Zelfstandig;547,8;547,8;;;;;;;;;;;Huurder
ZKN-2015-002774;Hazenrade;43;;;2544VA;'S-GRAVENHAGE;"Hazenrade 43, 2544VA 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";27-08-15;Zelfstandig;628,75;517,66;;;;;;;;;;;Huurder
ZKN-2015-002773;Ganzenwei;205;;;2361XE;WARMOND;"Ganzenwei 205, 2361XE WARMOND";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";31-08-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-002767;Rijswijkstraat;175;;"N 12";1062EV;AMSTERDAM;"Rijswijkstraat 175 N 12, 1062EV AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;570;512,39;;;;;;;;;;;Huurder
ZKN-2015-002766;Wallerstraat;6;;;2613ZS;DELFT;"Wallerstraat 6, 2613ZS DELFT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";31-08-15;Zelfstandig;661,56;;;;;;;;;;661,56;;Huurder
ZKN-2015-002752;Goudsbloemweg;13;;;1338RJ;ALMERE;"Goudsbloemweg 13, 1338RJ ALMERE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";22-09-15;Zelfstandig;719,21;719,21;;;;;;;;;;;Huurder
ZKN-2015-002751;Molukkenstraat;39;;3;1095AT;AMSTERDAM;"Molukkenstraat 39 3, 1095AT AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-09-15;Zelfstandig;264,87;264,87;;;;;;;;;;;Huurder
ZKN-2015-002746;Pluvierstraat;374;;;2583KH;'S-GRAVENHAGE;"Pluvierstraat 374, 2583KH 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";31-08-15;Zelfstandig;600;411,9;;;;;;;;;;;Huurder
ZKN-2015-002740;Crabethpark;34;;;2801AR;GOUDA;"Crabethpark 34, 2801AR GOUDA";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";10-09-15;Zelfstandig;;;;;981,5;981,5;;;;;;;Huurder
ZKN-2015-002726;Marnixstraat;38;;1R;1015XK;AMSTERDAM;"Marnixstraat 38 1R, 1015XK AMSTERDAM";;"258 BW - uitsplitsing all in/incl. huur";"Er is geen all in prijs";"De wederpartij wordt in het gelijk gesteld";22-09-15;Zelfstandig;580;319;;;;;;;;;;;Huurder
ZKN-2015-002722;Heiloostraat;186;;;2547KV;'S-GRAVENHAGE;"Heiloostraat 186, 2547KV 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";01-09-15;Zelfstandig;;;;;935,7;666,37;;;;;;;Huurder
ZKN-2015-002720;"Van Heemskerckstraat";1;;M7;9726GB;GRONINGEN;"Van Heemskerckstraat 1 M7, 9726GB GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";28-08-15;Onzelfstandig;;;;;1.341,49;781,53;;;;;;;Huurder
ZKN-2015-002719;Eloutstraat;27;;;2381BC;ZOETERWOUDE;"Eloutstraat 27, 2381BC ZOETERWOUDE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-08-15;Zelfstandig;590,29;590,29;;;;;;;;;;;Huurder
ZKN-2015-002713;Lucellestraat;14;;2;1055HX;AMSTERDAM;"Lucellestraat 14 2, 1055HX AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;586,43;528,26;;;;;;;;;;;Huurder
ZKN-2015-002712;"Admiraal De Ruijterweg";509;;3;1055MJ;AMSTERDAM;"Admiraal De Ruijterweg 509 3, 1055MJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;314,15;125,66;;;;;;;;;125,66;;Huurder
ZKN-2015-002710;Eelkmanstraat;6;;;3084PE;ROTTERDAM;"Eelkmanstraat 6, 3084PE ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-09-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-002707;Vechtstraat;20;;"KM 2";9725CV;GRONINGEN;"Vechtstraat 20 KM 2, 9725CV GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";30-09-15;Onzelfstandig;;;;;1.275,67;1.241,18;;;;;;;Huurder
ZKN-2015-002706;Rijswijkstraat;175;;"K 2";1062EV;AMSTERDAM;"Rijswijkstraat 175 K 2, 1062EV AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;580;528,26;;;;;;;;;;;Huurder
ZKN-2015-002704;Donkerslootstraat;25;;B;3074WC;ROTTERDAM;"Donkerslootstraat 25 B, 3074WC ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-09-15;Zelfstandig;750;618,18;;;;;;;;;;;Huurder
ZKN-2015-002696;Zonnesteen;57;;;3162TH;RHOON;"Zonnesteen 57, 3162TH RHOON";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-08-15;Zelfstandig;;;;;363,31;353,79;;;;;;;Huurder
ZKN-2015-002686;"Sint Willibrordusstraat";105;;2;1073VB;AMSTERDAM;"Sint Willibrordusstraat 105 2, 1073VB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-09-15;Zelfstandig;362;144,8;;;;;;;;;144,8;;Huurder
ZKN-2015-002685;Duizendschoonstraat;10;;1;1031BG;AMSTERDAM;"Duizendschoonstraat 10 1, 1031BG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-08-15;Zelfstandig;599,36;599,36;;;;;;;;;;;Huurder
ZKN-2015-002680;Binnensingel;75;;;3134NB;VLAARDINGEN;"Binnensingel 75, 3134NB VLAARDINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-08-15;Onbekend;381,77;381,77;;;;;;;;;;;Huurder
ZKN-2015-002669;Steentilstraat;32;;D;9711GN;GRONINGEN;"Steentilstraat 32 D, 9711GN GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";01-09-15;Onbekend;695;544,12;;;;;;;;;435,3;;Huurder
ZKN-2015-002668;Posthuisstraat;7;;C;5931EM;TEGELEN;"Posthuisstraat 7 C, 5931EM TEGELEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-09-15;Onbekend;582,77;582,77;;;;;;;;;;;Huurder
ZKN-2015-002662;"Bernard de Wildestraat";636;;;4827EH;BREDA;"Bernard de Wildestraat 636, 4827EH BREDA";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";20-08-15;Onbekend;768,48;768,48;;;;;;;;;;;Huurder
ZKN-2015-002659;"Hugo de Grootstraat";17;;J;2518EA;'S-GRAVENHAGE;"Hugo de Grootstraat 17 J, 2518EA 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";31-08-15;Onbekend;550;318,02;;;;;;;;;127,21;;Huurder
ZKN-2015-002657;"Dirkje Mariastraat";5;;"BIS STUDIO";3551SK;UTRECHT;"Dirkje Mariastraat 5 BIS STUDIO, 3551SK UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;670;289,12;;;;;;;;;115,65;;Huurder
ZKN-2015-002623;Hoogkarspelstraat;123;;;2547LL;'S-GRAVENHAGE;"Hoogkarspelstraat 123, 2547LL 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";11-09-15;Zelfstandig;;;;;1.171,56;592,72;;;;;;;Huurder
ZKN-2015-002619;Radesingel;47;;"KM 1";9711EH;GRONINGEN;"Radesingel 47 KM 1, 9711EH GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-09-15;Onzelfstandig;450;247,5;;;;;;;;;198;;Huurder
ZKN-2015-002618;Korreweg;1;;"B KM 1";9714AA;GRONINGEN;"Korreweg 1 B KM 1, 9714AA GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";10-09-15;Onzelfstandig;409;221,5;;;;;;;;;;;Huurder
ZKN-2015-002617;Bankastraat;3;;"A KM 1";9715CA;GRONINGEN;"Bankastraat 3 A KM 1, 9715CA GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";14-08-15;Onzelfstandig;275;161,09;;;;;;;;;64,44;;Huurder
ZKN-2015-002602;"Burgemeester Meineszstraat";5;;1;3022XE;ROTTERDAM;"Burgemeester Meineszstraat 5 1, 3022XE ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";27-08-15;Zelfstandig;500;422,47;;;;;;;;;;;Huurder
ZKN-2015-002594;Groenzoom;33;;;4142EX;LEERDAM;"Groenzoom 33, 4142EX LEERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-08-15;Onbekend;425,65;426,65;;;;;;;;;170,66;;Huurder
ZKN-2015-002591;"1e Braamstraat";31;;"2 ET VR";2563HT;'S-GRAVENHAGE;"1e Braamstraat 31 2 ET VR, 2563HT 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-09-15;Onzelfstandig;237;;;;;;;;;;94,8;;Huurder
ZKN-2015-002590;"Van Woustraat";36;;1;1073LM;AMSTERDAM;"Van Woustraat 36 1, 1073LM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;416;332,8;;;;;;;;;332,8;;Huurder
ZKN-2015-002586;Touwslagerstraat;1;;;1445BR;PURMEREND;"Touwslagerstraat 1, 1445BR PURMEREND";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";21-08-15;Onbekend;597,93;586,43;;;;;;;;;;;Huurder
ZKN-2015-002585;Soetensteeg;10;;"KM 1";3011GR;ROTTERDAM;"Soetensteeg 10 KM 1, 3011GR ROTTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";26-08-15;Onzelfstandig;275;162,7;;;;;;;;;;;Huurder
ZKN-2015-002583;Agamemnonstraat;39;;H;1076LR;AMSTERDAM;"Agamemnonstraat 39 H, 1076LR AMSTERDAM";;"255 BW - huurprijs na woningverbetering";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-08-15;Zelfstandig;0;0;;;;;;;;;;;Huurder
ZKN-2015-002579;Planetenlaan;303;;;9742HK;GRONINGEN;"Planetenlaan 303, 9742HK GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";10-09-15;Zelfstandig;;;;;3.745,10;3.710,31;;;;;;;Huurder
ZKN-2015-002572;Chassestraat;38;;3;1057JG;AMSTERDAM;"Chassestraat 38 3, 1057JG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-09-15;Zelfstandig;293,38;117,35;;;;;;;;;117,35;;Huurder
ZKN-2015-002568;Parallelweg;12;;;9686ST;BEERTA;"Parallelweg 12, 9686ST BEERTA";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-08-15;Zelfstandig;650;;;;;;;;;;130;;Huurder
ZKN-2015-002560;"Thomas Jeffersonlaan";321;;;2285AL;"RIJSWIJK ZH";"Thomas Jeffersonlaan 321, 2285AL RIJSWIJK ZH";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";06-08-15;Zelfstandig;;;;;2.472,03;2.472,03;;;;;;;Huurder
ZKN-2015-002559;Bosranklaan;165;;;2803VE;GOUDA;"Bosranklaan 165, 2803VE GOUDA";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";06-08-15;Zelfstandig;514,56;491,23;;;;;;;;;491,23;;Huurder
ZKN-2015-002555;Molenkom;16;;;6811JP;ARNHEM;"Molenkom 16, 6811JP ARNHEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";12-08-15;Zelfstandig;405,92;405,92;;;;;;;;;;;Huurder
ZKN-2015-002553;Mathenesserdijk;25;;"A 01";3027BA;ROTTERDAM;"Mathenesserdijk 25 A 01, 3027BA ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";27-08-15;Zelfstandig;510;332,45;;;;;;;;;132,98;;Huurder
ZKN-2015-002551;Athenelaan;61;;;2152KL;NIEUW-VENNEP;"Athenelaan 61, 2152KL NIEUW-VENNEP";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-09-15;Zelfstandig;700,94;350,47;;;;;;;;;350,47;;Huurder
ZKN-2015-002544;Hoogkarspelstraat;112;;;2547LR;'S-GRAVENHAGE;"Hoogkarspelstraat 112, 2547LR 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-09-15;Zelfstandig;;;;;1.038,04;547,5;;;;;;;Huurder
ZKN-2015-002538;Welnastraat;3;;;1096GJ;AMSTERDAM;"Welnastraat 3, 1096GJ AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;699,5;612,88;;;;;;;;;;;Huurder
ZKN-2015-002536;Sanderijnstraat;13;;I;1055BM;AMSTERDAM;"Sanderijnstraat 13 I, 1055BM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-09-15;Zelfstandig;429,45;257,67;;;;;;;;;257,67;;Huurder
ZKN-2015-002534;Medemblikstraat;131;;;2547GT;'S-GRAVENHAGE;"Medemblikstraat 131, 2547GT 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";05-08-15;Zelfstandig;;;;;1.960,62;638,04;;;;;;;Huurder
ZKN-2015-002531;Kalmoesplein;86;;;5643LM;EINDHOVEN;"Kalmoesplein 86, 5643LM EINDHOVEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";03-08-15;Zelfstandig;;;;;378;24;;;;;;;Huurder
