Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2017-004243;Krugerstraat;50;;BIS-02A;3531AR;UTRECHT;"Krugerstraat 50 BIS-02A, 3531AR UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;350;255,12;;;;;;;;;;;Huurder
ZKN-2017-004242;Zwolseweg;190;;F89;7412AT;DEVENTER;"Zwolseweg 190 F89, 7412AT DEVENTER";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";19-12-17;Zelfstandig;361,34;361,34;;;;;;;;;;;Huurder
ZKN-2017-004209;Prinsenlaan;763;;;3067TZ;ROTTERDAM;"Prinsenlaan 763, 3067TZ ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;686,84;686,84;;;;;;;;;;;Huurder
ZKN-2017-004208;Langestraat;2;;"A KM ET 1 VZ";9712LT;GRONINGEN;"Langestraat 2 A KM ET 1 VZ, 9712LT GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onzelfstandig;351,57;272,93;;;;;;;;;;;Huurder
ZKN-2017-004207;Meeuwerderweg;104;;E;9724EW;GRONINGEN;"Meeuwerderweg 104 E, 9724EW GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-12-17;Zelfstandig;650;525;;;;;;;;;;;Huurder
ZKN-2017-004205;Kakeberg;8;;;6211KN;MAASTRICHT;"Kakeberg 8, 6211KN MAASTRICHT";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";28-12-17;Zelfstandig;293,85;734,62;;;;;;;;;;;Verhuurder
ZKN-2017-004167;Overtoom;416;;"KM 7";1054JT;AMSTERDAM;"Overtoom 416 KM 7, 1054JT AMSTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onzelfstandig;;158,04;;;;;;;;;275;;Huurder
ZKN-2017-004161;Bongersstraat;1;;;7071CM;ULFT;"Bongersstraat 1, 7071CM ULFT";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;651,27;651,27;;;;;;;;;260,51;;Verhuurder
ZKN-2017-004141;Frankenslag;15;D;;2582HC;'S-GRAVENHAGE;"Frankenslag 15 D, 2582HC 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;605,71;537,04;;;;;;;;;;;Huurder
ZKN-2017-004136;Hazenrade;43;;;2544VA;'S-GRAVENHAGE;"Hazenrade 43, 2544VA 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";06-12-17;Zelfstandig;589,72;;;;;;;;;;235,89;;Huurder
ZKN-2017-004092;Engelandlaan;1434;;;2034GV;HAARLEM;"Engelandlaan 1434, 2034GV HAARLEM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;434,69;434,69;;;;;;;;;;;Huurder
ZKN-2017-004091;"Grote Belt";472;;;2133GR;HOOFDDORP;"Grote Belt 472, 2133GR HOOFDDORP";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;559,05;;;;;;;;;;335,43;;Huurder
ZKN-2017-004080;"Paulus Potterstraat";145;;;7204CT;ZUTPHEN;"Paulus Potterstraat 145, 7204CT ZUTPHEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-12-17;Zelfstandig;633,22;633,22;;;;;;;;;;;Huurder
ZKN-2017-004073;Amsterdamsestraatweg;511;;"KM BOV ET AT";3553EE;UTRECHT;"Amsterdamsestraatweg 511 KM BOV ET AT, 3553EE UTRECHT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onzelfstandig;282,34;;;;;;;;;;112,94;;Huurder
ZKN-2017-004068;Goudstraat;24;;;7334BV;APELDOORN;"Goudstraat 24, 7334BV APELDOORN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;562,47;562,47;;;;;;;;;449,98;;Huurder
ZKN-2017-004065;Kalmoesstraat;147;;;7322NM;APELDOORN;"Kalmoesstraat 147, 7322NM APELDOORN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;780;780;;;;;;;;;624;;Huurder
ZKN-2017-004064;"Ter Heijdestraat";19;;;2512SE;'S-GRAVENHAGE;"Ter Heijdestraat 19, 2512SE 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";06-12-17;Zelfstandig;650;;;;;;;;;;260;;Huurder
ZKN-2017-004056;Molenkom;21;;;6811JP;ARNHEM;"Molenkom 21, 6811JP ARNHEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-12-17;Zelfstandig;567,82;;;;;;;;;;227,13;;Huurder
ZKN-2017-004055;Bloemgracht;133;;1;1016KL;AMSTERDAM;"Bloemgracht 133 1, 1016KL AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;361,06;144,42;;;;;;;;;144,42;;Huurder
ZKN-2017-004053;Binnenpad;16;B;;8355BR;GIETHOORN;"Binnenpad 16 B, 8355BR GIETHOORN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;550;550;;;;;;;;;;;Huurder
ZKN-2017-004049;"Witte de Withstraat";68;;HS;1057ZC;AMSTERDAM;"Witte de Withstraat 68 HS, 1057ZC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;676,49;;;;;;;;;;270,6;;Huurder
ZKN-2017-004048;Laurierstraat;117;;;2563SE;'S-GRAVENHAGE;"Laurierstraat 117, 2563SE 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;681;438,79;;;;;;;;;175,52;;Huurder
ZKN-2017-004047;Tegelenpad;13;;"KM A";1324DP;ALMERE;"Tegelenpad 13 KM A, 1324DP ALMERE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";12-12-17;Onzelfstandig;440;318,06;;;;;;;;;;;Huurder
ZKN-2017-004034;"Minister Beversstraat";52;;;6042BN;ROERMOND;"Minister Beversstraat 52, 6042BN ROERMOND";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;414,57;;;;;;;;;;331,66;;Huurder
ZKN-2017-004016;Livingstonelaan;33;;;3526HA;UTRECHT;"Livingstonelaan 33, 3526HA UTRECHT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;629,5;629,5;;;;;;;;;;;Huurder
ZKN-2017-004015;Buizerdstraat;16;;B;3083ZB;ROTTERDAM;"Buizerdstraat 16 B, 3083ZB ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;400;;;;;;;;;;160;;Huurder
ZKN-2017-004013;"2e Haagstraat";9;;;5707VJ;HELMOND;"2e Haagstraat 9, 5707VJ HELMOND";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;389,19;;;;;;;;;;155,68;;Huurder
ZKN-2017-004009;Lisdodde;64;;;1724XT;"OUDKARSPEL GEM LANGEDIJK";"Lisdodde 64, 1724XT OUDKARSPEL GEM LANGEDIJK";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;582,88;408,02;;;;;;;;;408,02;;Huurder
ZKN-2017-004007;Dorpsstraat;32;;A;4641HX;OSSENDRECHT;"Dorpsstraat 32 A, 4641HX OSSENDRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;700;552,56;;;;;;;;;;;Huurder
ZKN-2017-004005;Dorpsstraat;32;;B;4641HX;OSSENDRECHT;"Dorpsstraat 32 B, 4641HX OSSENDRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;700;475,01;;;;;;;;;;;Huurder
ZKN-2017-004003;Dorpsstraat;32;;C;4641HX;OSSENDRECHT;"Dorpsstraat 32 C, 4641HX OSSENDRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;700;526,7;;;;;;;;;316,02;;Huurder
ZKN-2017-003997;"Til Brugmanplantsoen";22;;;2525ZZ;'S-GRAVENHAGE;"Til Brugmanplantsoen 22, 2525ZZ 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;;671,19;;;;;;;;;;;Huurder
ZKN-2017-003992;"In de Betouwstraat";7;;"B KM 4";6511GA;NIJMEGEN;"In de Betouwstraat 7 B KM 4, 6511GA NIJMEGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";20-12-17;Onzelfstandig;250;200,52;;;;;;;;;;;Huurder
ZKN-2017-003978;Oppenheimstraat;4;A;"KM 2 ET";9714EP;GRONINGEN;"Oppenheimstraat 4 A KM 2 ET, 9714EP GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-12-17;Onzelfstandig;475;456,13;;;;;;;;;364,9;;Huurder
ZKN-2017-003976;Clavecimbellaan;271;;;2287VK;"RIJSWIJK ZH";"Clavecimbellaan 271, 2287VK RIJSWIJK ZH";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";04-12-17;Zelfstandig;463,34;463,34;;;;;;;;;;;Huurder
ZKN-2017-003964;Hornstraat;17;;;4834JG;BREDA;"Hornstraat 17, 4834JG BREDA";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-12-17;Zelfstandig;842,56;842,56;;;;;;;;;;;Huurder
ZKN-2017-003963;Eeshoflaan;28;;;7651LZ;TUBBERGEN;"Eeshoflaan 28, 7651LZ TUBBERGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;510;510;;;;;;;;;408;;Huurder
ZKN-2017-003954;Deurloostraat;62;;2;1078JE;AMSTERDAM;"Deurloostraat 62 2, 1078JE AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;;;;;879,98;879,98;;;;;;;Huurder
ZKN-2017-003953;Deurloostraat;58;;H;1078JE;AMSTERDAM;"Deurloostraat 58 H, 1078JE AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;;;;;1.062,37;1.055,98;;;;;;;Huurder
ZKN-2017-003951;Schipbeekstraat;60;;;7523PT;ENSCHEDE;"Schipbeekstraat 60, 7523PT ENSCHEDE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;602,3;602,3;;;;;;;;;;;Huurder
ZKN-2017-003947;Parkstraat;8;;;6828JH;ARNHEM;"Parkstraat 8, 6828JH ARNHEM";;"249 BW - toetsing aanvangshuurprijs";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";20-12-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2017-003941;Gelderingen;8;;;8341PW;STEENWIJKERWOLD;"Gelderingen 8, 8341PW STEENWIJKERWOLD";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;394,16;;;;;;;;;;157,66;;Huurder
ZKN-2017-003940;Berlagehof;35;;;1067NA;AMSTERDAM;"Berlagehof 35, 1067NA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-12-17;Zelfstandig;434,22;;;;;;;;;;;;Huurder
ZKN-2017-003938;"Grote Belt";392;;;2133GM;HOOFDDORP;"Grote Belt 392, 2133GM HOOFDDORP";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-12-17;Zelfstandig;0;0;;;;;;;;;;;Huurder
ZKN-2017-003927;Kanaalstraat;102;;B-K1;3531CM;UTRECHT;"Kanaalstraat 102 B-K1, 3531CM UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;525;311,8;;;;;;;;;249,44;;Huurder
ZKN-2017-003925;Deurloostraat;58;;H;1078JE;AMSTERDAM;"Deurloostraat 58 H, 1078JE AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;;;;;955,27;949,74;;;;;;;Huurder
ZKN-2017-003922;Deurloostraat;62;;2;1078JE;AMSTERDAM;"Deurloostraat 62 2, 1078JE AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;;;;;791,44;791,44;;;;;;;Huurder
ZKN-2017-003919;"Van Kinsbergenstraat";24;;1;1057PR;AMSTERDAM;"Van Kinsbergenstraat 24 1, 1057PR AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;370,4;148,16;;;;;;;;;148,16;;Huurder
ZKN-2017-003902;Bloemgracht;17;;3;1016KB;AMSTERDAM;"Bloemgracht 17 3, 1016KB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;270,35;;;;;;;;;;216,28;;Huurder
ZKN-2017-003895;Marnixkade;4;;-3;1015XL;AMSTERDAM;"Marnixkade 4 -3, 1015XL AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onbekend;159,61;;;;;;;;;;31,92;;Huurder
ZKN-2017-003894;"Sint Willibrordusstraat";54;;1;1073VC;AMSTERDAM;"Sint Willibrordusstraat 54 1, 1073VC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;491,42;;;;;;;;;;196,57;;Huurder
ZKN-2017-003891;Lauriergracht;154;;3;1016RV;AMSTERDAM;"Lauriergracht 154 3, 1016RV AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;87,37;87,37;;;;;;;;;87,37;;Huurder
ZKN-2017-003889;Rozengracht;245;;2;1016SX;AMSTERDAM;"Rozengracht 245 2, 1016SX AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-12-17;Zelfstandig;558,95;;;;;;;;;;447,16;;Huurder
ZKN-2017-003884;Gravestein;412;;;1103BH;AMSTERDAM;"Gravestein 412, 1103BH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;511,27;;;;;;;;;;204,51;;Huurder
ZKN-2017-003879;Sinnigvelderstraat;143;;;1382ES;WEESP;"Sinnigvelderstraat 143, 1382ES WEESP";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2017-003878;Sinnigvelderstraat;91;;;1382ER;WEESP;"Sinnigvelderstraat 91, 1382ER WEESP";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;510,8;510,8;;;;;;;;;;;Huurder
ZKN-2017-003877;Sinnigvelderstraat;41;;;1382EN;WEESP;"Sinnigvelderstraat 41, 1382EN WEESP";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-17;Zelfstandig;493,81;493,81;;;;;;;;;;;Huurder
ZKN-2017-003854;Europalaan;803;;;1363BM;ALMERE;"Europalaan 803, 1363BM ALMERE";;"20.7 UHW - behandeling na gegrond verzet";"De huurprijs is redelijk";;20-12-17;Zelfstandig;535,54;562,32;;;;;;;;;;;Verhuurder
ZKN-2017-003852;Westerstraat;193;;A;1601AG;ENKHUIZEN;"Westerstraat 193 A, 1601AG ENKHUIZEN";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;506,18;404,94;;;;;;;;;;;Verhuurder
ZKN-2017-003849;Parkweg;126;;"A KM 4 3 ET VR";9727HD;GRONINGEN;"Parkweg 126 A KM 4 3 ET VR, 9727HD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";29-12-17;Onzelfstandig;;;;;600;373,1;;;;;;;Huurder
ZKN-2017-003848;"Eerste Jan Steenstraat";127;;3V;1072NJ;AMSTERDAM;"Eerste Jan Steenstraat 127 3V, 1072NJ AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;525;362,64;;;;;;;;;;;Huurder
ZKN-2017-003832;Adelaarslaan;19;;B;7331AW;APELDOORN;"Adelaarslaan 19 B, 7331AW APELDOORN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-12-17;Zelfstandig;325;325;;;;;;;;;;;Huurder
ZKN-2017-003829;Vianenstraat;120;;;1106DE;AMSTERDAM;"Vianenstraat 120, 1106DE AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;636,97;636,97;;;;;;;;;;;Huurder
ZKN-2017-003816;Middelgraaflaan;69;;-1;6832AP;ARNHEM;"Middelgraaflaan 69 -1, 6832AP ARNHEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-12-17;Zelfstandig;595,7;;;;;;;;;;238,28;;Huurder
ZKN-2017-003789;Eeldersingel;9;;;9726AP;GRONINGEN;"Eeldersingel 9, 9726AP GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";01-12-17;Zelfstandig;710;428,48;;;;;;;;;257,09;;Huurder
ZKN-2017-003788;Amsterdamseweg;208;A;KM;6814GL;ARNHEM;"Amsterdamseweg 208 A KM, 6814GL ARNHEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-12-17;Onzelfstandig;309,89;;;;;;;;;;247,91;;Huurder
ZKN-2017-003787;Moeshof;49;;;5351LC;BERGHEM;"Moeshof 49, 5351LC BERGHEM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-12-17;Zelfstandig;712,9;712,9;;;;;;;;;;;Huurder
ZKN-2017-003783;Amsterdamsestraatweg;511;;;3553EE;UTRECHT;"Amsterdamsestraatweg 511, 3553EE UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";11-12-17;Onzelfstandig;300;190;;;;;;;;;;;Huurder
ZKN-2017-003782;"Boris Pasternakstraat";5;;;2037ME;HAARLEM;"Boris Pasternakstraat 5, 2037ME HAARLEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-12-17;Zelfstandig;709;;;;;;;;;;283,6;;Huurder
ZKN-2017-003781;Ripperdapark;37;;E;2011KE;HAARLEM;"Ripperdapark 37 E, 2011KE HAARLEM";;"4.3 UHW - melding herstel van gebreken";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";20-12-17;Zelfstandig;127,64;;;;;;;;;;127,64;;Verhuurder
ZKN-2017-003769;Grubbehoeve;129;;"KM 6";1103GM;AMSTERDAM;"Grubbehoeve 129 KM 6, 1103GM AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onzelfstandig;580;149,36;;;;;;;;;;;Huurder
ZKN-2017-003762;Middenmolenplein;38;;;2807GZ;GOUDA;"Middenmolenplein 38, 2807GZ GOUDA";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;645;258;;;;;;;;;;;Huurder
ZKN-2017-003752;Grubbehoeve;129;;"KM 1";1103GM;AMSTERDAM;"Grubbehoeve 129 KM 1, 1103GM AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-12-17;Onzelfstandig;580;106,42;;;;;;;;;;;Huurder
ZKN-2017-003750;Kampweg;2;A;;8463VD;ROTSTERHAULE;"Kampweg 2 A, 8463VD ROTSTERHAULE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-12-17;Zelfstandig;443,95;;;;;;;;;;88,79;;Huurder
ZKN-2017-003749;Stekkenberg;90;;;6561XN;GROESBEEK;"Stekkenberg 90, 6561XN GROESBEEK";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-12-17;Zelfstandig;390;;;;;;;;;;234;;Huurder
ZKN-2017-003725;Kepplerstraat;142;;;2562VS;'S-GRAVENHAGE;"Kepplerstraat 142, 2562VS 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-12-17;Zelfstandig;587,31;587,31;;;;;;;;;234,92;;Huurder
ZKN-2017-003724;Domselaerstraat;27;;2;1093JM;AMSTERDAM;"Domselaerstraat 27 2, 1093JM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-12-17;Zelfstandig;235,02;;;;;;;;;;94,01;;Huurder
ZKN-2017-003704;Meijhorst;3038;;;6537HT;NIJMEGEN;"Meijhorst 3038, 6537HT NIJMEGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";27-12-17;Zelfstandig;703,78;703,78;;;;;;;;;;;Huurder
ZKN-2017-003682;Teylerplein;42;;;2032NC;HAARLEM;"Teylerplein 42, 2032NC HAARLEM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-12-17;Zelfstandig;537,04;459,48;;;;;;;;;;;Huurder
ZKN-2017-003680;Avegaarstraat;10;;"KM ET 1";1825LB;ALKMAAR;"Avegaarstraat 10 KM ET 1, 1825LB ALKMAAR";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De verzoeker wordt in het gelijk gesteld";19-12-17;Onzelfstandig;;;;;980,37;1.015,36;;;;;;;Verhuurder
ZKN-2017-003677;"Herman Robbersstraat";78;B;;3031RJ;ROTTERDAM;"Herman Robbersstraat 78 B, 3031RJ ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-12-17;Zelfstandig;363,94;363,94;;;;;;;;;;;Huurder
ZKN-2017-003676;Kerkstraat;2;-4;;6981CM;DOESBURG;"Kerkstraat 2 -4, 6981CM DOESBURG";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-12-17;Zelfstandig;;;;;2.046,19;1.700,00;;;;;;;Huurder
ZKN-2017-003674;Barentszstraat;26;;HS;1013NS;AMSTERDAM;"Barentszstraat 26 HS, 1013NS AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-12-17;Zelfstandig;421,03;421,03;;;;;;;;;;;Huurder
ZKN-2017-003664;"Lage Rijndijk";9;C;;2315JJ;LEIDEN;"Lage Rijndijk 9 C, 2315JJ LEIDEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-12-17;Zelfstandig;830;583,56;;;;;;;;;;;Huurder
ZKN-2017-003655;Tilanusstraat;79;;HS;1091BG;AMSTERDAM;"Tilanusstraat 79 HS, 1091BG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-17;Zelfstandig;576,1;;;;;;;;;;230,44;;Huurder
